,int,int_label,has_participant,participant_label,has_dissociation_constant,dissociation_constant_value,dissociation_constant_error,is_confirmed_by,is_outcome_of
75,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtln,1.6e-08,1.8e-09,http://rdf.freebase.com/ns/m.0glhth9,http://rdf.freebase.com/ns/m.0glht5l
76,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtln,1.6e-08,1.8e-09,http://rdf.freebase.com/ns/m.0glhthk,http://rdf.freebase.com/ns/m.0glht5l
77,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtln,1.6e-08,1.8e-09,http://rdf.freebase.com/ns/m.0glhtht,http://rdf.freebase.com/ns/m.0glht5l
78,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtln,1.6e-08,1.8e-09,http://rdf.freebase.com/ns/m.0glhtj1,http://rdf.freebase.com/ns/m.0glht5l
79,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtln,1.6e-08,1.8e-09,http://rdf.freebase.com/ns/m.0glhtj9,http://rdf.freebase.com/ns/m.0glht5l
80,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtln,1.6e-08,1.8e-09,http://rdf.freebase.com/ns/m.0glhtjk,http://rdf.freebase.com/ns/m.0glht5l
81,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtln,1.6e-08,1.8e-09,http://rdf.freebase.com/ns/m.0glhtjt,http://rdf.freebase.com/ns/m.0glht5l
82,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtln,1.6e-08,1.8e-09,http://rdf.freebase.com/ns/m.0glhtk1,http://rdf.freebase.com/ns/m.0glht5l
83,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtln,1.6e-08,1.8e-09,http://rdf.freebase.com/ns/m.0glhtk9,http://rdf.freebase.com/ns/m.0glht5l
84,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtlw,1.41e-08,2e-09,http://rdf.freebase.com/ns/m.0glhth1,http://rdf.freebase.com/ns/m.0glht5l
85,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtlw,1.41e-08,2e-09,http://rdf.freebase.com/ns/m.0glhth9,http://rdf.freebase.com/ns/m.0glht5l
86,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtlw,1.41e-08,2e-09,http://rdf.freebase.com/ns/m.0glhthk,http://rdf.freebase.com/ns/m.0glht5l
87,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtlw,1.41e-08,2e-09,http://rdf.freebase.com/ns/m.0glhtht,http://rdf.freebase.com/ns/m.0glht5l
88,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtlw,1.41e-08,2e-09,http://rdf.freebase.com/ns/m.0glhtj1,http://rdf.freebase.com/ns/m.0glht5l
89,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtlw,1.41e-08,2e-09,http://rdf.freebase.com/ns/m.0glhtj9,http://rdf.freebase.com/ns/m.0glht5l
90,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtlw,1.41e-08,2e-09,http://rdf.freebase.com/ns/m.0glhtjk,http://rdf.freebase.com/ns/m.0glht5l
91,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtlw,1.41e-08,2e-09,http://rdf.freebase.com/ns/m.0glhtjt,http://rdf.freebase.com/ns/m.0glht5l
92,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtlw,1.41e-08,2e-09,http://rdf.freebase.com/ns/m.0glhtk1,http://rdf.freebase.com/ns/m.0glht5l
93,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtlw,1.41e-08,2e-09,http://rdf.freebase.com/ns/m.0glhtk9,http://rdf.freebase.com/ns/m.0glht5l
94,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm2,2.34e-08,1.2e-09,http://rdf.freebase.com/ns/m.0glhth1,http://rdf.freebase.com/ns/m.0glht5l
95,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm2,2.34e-08,1.2e-09,http://rdf.freebase.com/ns/m.0glhth9,http://rdf.freebase.com/ns/m.0glht5l
96,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm2,2.34e-08,1.2e-09,http://rdf.freebase.com/ns/m.0glhthk,http://rdf.freebase.com/ns/m.0glht5l
97,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm2,2.34e-08,1.2e-09,http://rdf.freebase.com/ns/m.0glhtht,http://rdf.freebase.com/ns/m.0glht5l
98,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm2,2.34e-08,1.2e-09,http://rdf.freebase.com/ns/m.0glhtj1,http://rdf.freebase.com/ns/m.0glht5l
99,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm2,2.34e-08,1.2e-09,http://rdf.freebase.com/ns/m.0glhtj9,http://rdf.freebase.com/ns/m.0glht5l
100,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm2,2.34e-08,1.2e-09,http://rdf.freebase.com/ns/m.0glhtjk,http://rdf.freebase.com/ns/m.0glht5l
101,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm2,2.34e-08,1.2e-09,http://rdf.freebase.com/ns/m.0glhtjt,http://rdf.freebase.com/ns/m.0glht5l
102,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm2,2.34e-08,1.2e-09,http://rdf.freebase.com/ns/m.0glhtk1,http://rdf.freebase.com/ns/m.0glht5l
103,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm2,2.34e-08,1.2e-09,http://rdf.freebase.com/ns/m.0glhtk9,http://rdf.freebase.com/ns/m.0glht5l
104,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm9,4.034e-07,7.73e-08,http://rdf.freebase.com/ns/m.0glhth1,http://rdf.freebase.com/ns/m.0glht5l
105,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm9,4.034e-07,7.73e-08,http://rdf.freebase.com/ns/m.0glhth9,http://rdf.freebase.com/ns/m.0glht5l
106,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm9,4.034e-07,7.73e-08,http://rdf.freebase.com/ns/m.0glhthk,http://rdf.freebase.com/ns/m.0glht5l
107,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm9,4.034e-07,7.73e-08,http://rdf.freebase.com/ns/m.0glhtht,http://rdf.freebase.com/ns/m.0glht5l
108,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm9,4.034e-07,7.73e-08,http://rdf.freebase.com/ns/m.0glhtj1,http://rdf.freebase.com/ns/m.0glht5l
109,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm9,4.034e-07,7.73e-08,http://rdf.freebase.com/ns/m.0glhtj9,http://rdf.freebase.com/ns/m.0glht5l
110,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm9,4.034e-07,7.73e-08,http://rdf.freebase.com/ns/m.0glhtjk,http://rdf.freebase.com/ns/m.0glht5l
111,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm9,4.034e-07,7.73e-08,http://rdf.freebase.com/ns/m.0glhtjt,http://rdf.freebase.com/ns/m.0glht5l
112,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm9,4.034e-07,7.73e-08,http://rdf.freebase.com/ns/m.0glhtk1,http://rdf.freebase.com/ns/m.0glht5l
113,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtm9,4.034e-07,7.73e-08,http://rdf.freebase.com/ns/m.0glhtk9,http://rdf.freebase.com/ns/m.0glht5l
114,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmj,5.181e-06,6.029e-07,http://rdf.freebase.com/ns/m.0glhth1,http://rdf.freebase.com/ns/m.0glht5l
115,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmj,5.181e-06,6.029e-07,http://rdf.freebase.com/ns/m.0glhth9,http://rdf.freebase.com/ns/m.0glht5l
116,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmj,5.181e-06,6.029e-07,http://rdf.freebase.com/ns/m.0glhthk,http://rdf.freebase.com/ns/m.0glht5l
117,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmj,5.181e-06,6.029e-07,http://rdf.freebase.com/ns/m.0glhtht,http://rdf.freebase.com/ns/m.0glht5l
118,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmj,5.181e-06,6.029e-07,http://rdf.freebase.com/ns/m.0glhtj1,http://rdf.freebase.com/ns/m.0glht5l
119,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmj,5.181e-06,6.029e-07,http://rdf.freebase.com/ns/m.0glhtj9,http://rdf.freebase.com/ns/m.0glht5l
120,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmj,5.181e-06,6.029e-07,http://rdf.freebase.com/ns/m.0glhtjk,http://rdf.freebase.com/ns/m.0glht5l
121,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmj,5.181e-06,6.029e-07,http://rdf.freebase.com/ns/m.0glhtjt,http://rdf.freebase.com/ns/m.0glht5l
122,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmj,5.181e-06,6.029e-07,http://rdf.freebase.com/ns/m.0glhtk1,http://rdf.freebase.com/ns/m.0glht5l
123,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmj,5.181e-06,6.029e-07,http://rdf.freebase.com/ns/m.0glhtk9,http://rdf.freebase.com/ns/m.0glht5l
124,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmr,3.73e-07,3.26e-08,http://rdf.freebase.com/ns/m.0glhth1,http://rdf.freebase.com/ns/m.0glht5l
125,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmr,3.73e-07,3.26e-08,http://rdf.freebase.com/ns/m.0glhth9,http://rdf.freebase.com/ns/m.0glht5l
126,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmr,3.73e-07,3.26e-08,http://rdf.freebase.com/ns/m.0glhthk,http://rdf.freebase.com/ns/m.0glht5l
127,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmr,3.73e-07,3.26e-08,http://rdf.freebase.com/ns/m.0glhtht,http://rdf.freebase.com/ns/m.0glht5l
128,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmr,3.73e-07,3.26e-08,http://rdf.freebase.com/ns/m.0glhtj1,http://rdf.freebase.com/ns/m.0glht5l
129,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmr,3.73e-07,3.26e-08,http://rdf.freebase.com/ns/m.0glhtj9,http://rdf.freebase.com/ns/m.0glht5l
130,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmr,3.73e-07,3.26e-08,http://rdf.freebase.com/ns/m.0glhtjk,http://rdf.freebase.com/ns/m.0glht5l
131,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmr,3.73e-07,3.26e-08,http://rdf.freebase.com/ns/m.0glhtjt,http://rdf.freebase.com/ns/m.0glht5l
132,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmr,3.73e-07,3.26e-08,http://rdf.freebase.com/ns/m.0glhtk1,http://rdf.freebase.com/ns/m.0glht5l
133,http://rdf.freebase.com/ns/m.0glhtbd,12902353-PrP-Interaction-1,http://rdf.freebase.com/ns/m.02lg8dx,"prion protein (p27-30) (Creutzfeldt-Jakob disease, Gerstmann-Strausler-Scheinker syndrome, fatal familial insomnia)",http://rdf.freebase.com/ns/m.0glhtmr,3.73e-07,3.26e-08,http://rdf.freebase.com/ns/m.0glhtk9,http://rdf.freebase.com/ns/m.0glht5l
134,http://rdf.freebase.com/ns/m.0gm76j_,10805157-L-selectin-Interaction-4,http://rdf.freebase.com/ns/m.025tj4_,L-selectin,http://rdf.freebase.com/ns/m.0gm92p1,6.6e-09,1.5e-09,http://rdf.freebase.com/ns/m.0gm76tc,http://rdf.freebase.com/ns/m.0gm76j5
135,http://rdf.freebase.com/ns/m.0gm76kn,10805157-L-selectin-Interaction-2,http://rdf.freebase.com/ns/m.025tj4_,L-selectin,http://rdf.freebase.com/ns/m.0gm92hp,4.9e-09,4.5e-10,http://rdf.freebase.com/ns/m.0gm76tc,http://rdf.freebase.com/ns/m.0gm76j5
136,http://rdf.freebase.com/ns/m.0gm76kw,10805157-L-selectin-Interaction-6,http://rdf.freebase.com/ns/m.025tj4_,L-selectin,http://rdf.freebase.com/ns/m.0gm92rf,1.3e-09,1.5e-10,http://rdf.freebase.com/ns/m.0gm76tc,http://rdf.freebase.com/ns/m.0gm76j5
137,http://rdf.freebase.com/ns/m.0gm941z,12219078-Streptavidin-Interaction-1,http://rdf.freebase.com/ns/m.05p63g,Streptavidin,http://rdf.freebase.com/ns/m.0gm943b,8.9e-08,1.4e-08,http://rdf.freebase.com/ns/m.0gm9432,http://rdf.freebase.com/ns/m.0gm93_r
138,http://rdf.freebase.com/ns/m.0gm9425,12219078-Streptavidin-Interaction-2,http://rdf.freebase.com/ns/m.05p63g,Streptavidin,http://rdf.freebase.com/ns/m.0gm948d,1.53e-07,2.8e-08,http://rdf.freebase.com/ns/m.0gm9484,http://rdf.freebase.com/ns/m.0gm93_r
139,http://rdf.freebase.com/ns/m.0gm9cn6,15889141-hnRNP L-Interaction-12,http://rdf.freebase.com/ns/m.021mt_t,heterogeneous nuclear ribonucleoprotein L,http://rdf.freebase.com/ns/m.0gm9d9t,9.25e-07,1.162e-07,http://rdf.freebase.com/ns/m.0gm9d0v,http://rdf.freebase.com/ns/m.0gm9cl9
